point,pipeline,unit,quantity,program_value,truth_value,delta,delta_m_equiv,tolerance,status,truth_source
S2,zone 2113->2112,usft,combined_factor,0.99992789,0.999927893136646,-3.136645943e-09,,2e-08,PASS,llh_S2_2112.json k * derived EF
NS,zone 2111->2113,m,northing,350565.5009,350565.501,-0.0001000000047,-0.0001000000047,0.004,PASS,llh_NS_2111.json -> llh_NS_2113.json
NS,zone 2111->2113,m,easting,3910066.0535,3910066.054,-0.000500000082,-0.000500000082,0.004,PASS,llh_NS_2111.json -> llh_NS_2113.json
NS,zone 2111->2113,m,source_grid_scale_factor,1.00030493,1.00030493,0,,2e-08,PASS,llh_NS_2111.json
NS,zone 2111->2113,m,source_convergence_arcsec,3903.07,3903.07,0,,0.02,PASS,llh_NS_2111.json
NS,zone 2111->2113,m,grid_scale_factor,1.00038446,1.00038446,0,,2e-08,PASS,llh_NS_2113.json
NS,zone 2111->2113,m,convergence_arcsec,-2776.56,-2776.56,0,,0.02,PASS,llh_NS_2113.json
NS,zone 2111->2113,m,geoid_height_m,-34.137,-34.137,0,,0.002,PASS,geoid_NS.json
NS,zone 2111->2113,m,elevation_factor,0.99995671,0.999956708873575,1.126424953e-09,,2e-08,PASS,geoid_NS.json + derivation R/(R+H+N)
NS,zone 2111->2113,m,combined_factor,1.00034115,1.0003411522298686,-2.229868734e-09,,2e-08,PASS,llh_NS_2113.json k * derived EF
NS,zone 2111->2113,ift,northing,1150149.28,1150149.28,0,0,0.013123359580052493,PASS,llh_NS_2111.json -> llh_NS_2113.json
NS,zone 2111->2113,ift,easting,12828300.701,12828300.701,0,0,0.013123359580052493,PASS,llh_NS_2111.json -> llh_NS_2113.json
NS,zone 2111->2113,ift,source_grid_scale_factor,1.00030493,1.00030493,0,,2e-08,PASS,llh_NS_2111.json
NS,zone 2111->2113,ift,source_convergence_arcsec,3903.07,3903.07,0,,0.02,PASS,llh_NS_2111.json
NS,zone 2111->2113,ift,grid_scale_factor,1.00038446,1.00038446,0,,2e-08,PASS,llh_NS_2113.json
NS,zone 2111->2113,ift,convergence_arcsec,-2776.56,-2776.56,0,,0.02,PASS,llh_NS_2113.json
NS,zone 2111->2113,ift,geoid_height_m,-34.137,-34.137,0,,0.002,PASS,geoid_NS.json
NS,zone 2111->2113,ift,elevation_factor,0.99995671,0.999956708873575,1.126424953e-09,,2e-08,PASS,geoid_NS.json + derivation R/(R+H+N)
NS,zone 2111->2113,ift,combined_factor,1.00034115,1.0003411522298686,-2.229868734e-09,,2e-08,PASS,llh_NS_2113.json k * derived EF
NS,zone 2111->2113,usft,northing,1150146.98,1150146.98,0,0,0.013123333333333334,PASS,llh_NS_2111.json -> llh_NS_2113.json
NS,zone 2111->2113,usft,easting,12828275.044,12828275.044,0,0,0.013123333333333334,PASS,llh_NS_2111.json -> llh_NS_2113.json
NS,zone 2111->2113,usft,source_grid_scale_factor,1.00030493,1.00030493,0,,2e-08,PASS,llh_NS_2111.json
NS,zone 2111->2113,usft,source_convergence_arcsec,3903.07,3903.07,0,,0.02,PASS,llh_NS_2111.json
NS,zone 2111->2113,usft,grid_scale_factor,1.00038446,1.00038446,0,,2e-08,PASS,llh_NS_2113.json
NS,zone 2111->2113,usft,convergence_arcsec,-2776.56,-2776.56,0,,0.02,PASS,llh_NS_2113.json
NS,zone 2111->2113,usft,geoid_height_m,-34.137,-34.137,0,,0.002,PASS,geoid_NS.json
NS,zone 2111->2113,usft,elevation_factor,0.99995671,0.999956708873575,1.126424953e-09,,2e-08,PASS,geoid_NS.json + derivation R/(R+H+N)
NS,zone 2111->2113,usft,combined_factor,1.00034115,1.0003411522298686,-2.229868734e-09,,2e-08,PASS,llh_NS_2113.json k * derived EF
NS,zone 2113->2111,m,northing,-13694.7879,-13694.788,0.0001000000011,0.0001000000011,0.004,PASS,llh_NS_2113.json -> llh_NS_2111.json
NS,zone 2113->2111,m,easting,8119017.2525,8119017.252,0.000500000082,0.000500000082,0.004,PASS,llh_NS_2113.json -> llh_NS_2111.json
NS,zone 2113->2111,m,source_grid_scale_factor,1.00038446,1.00038446,0,,2e-08,PASS,llh_NS_2113.json
NS,zone 2113->2111,m,source_convergence_arcsec,-2776.56,-2776.56,0,,0.02,PASS,llh_NS_2113.json
NS,zone 2113->2111,m,grid_scale_factor,1.00030493,1.00030493,0,,2e-08,PASS,llh_NS_2111.json
NS,zone 2113->2111,m,convergence_arcsec,3903.07,3903.07,0,,0.02,PASS,llh_NS_2111.json
NS,zone 2113->2111,m,geoid_height_m,-34.137,-34.137,0,,0.002,PASS,geoid_NS.json
NS,zone 2113->2111,m,elevation_factor,0.99995671,0.999956708873575,1.126424953e-09,,2e-08,PASS,geoid_NS.json + derivation R/(R+H+N)
NS,zone 2113->2111,m,combined_factor,1.00026162,1.0002616256728118,-5.672811776e-09,,2e-08,PASS,llh_NS_2111.json k * derived EF
NS,zone 2113->2111,ift,northing,-44930.408,-44930.408,0,0,0.013123359580052493,PASS,llh_NS_2113.json -> llh_NS_2111.json
NS,zone 2113->2111,ift,easting,26637195.709,26637195.709,0,0,0.013123359580052493,PASS,llh_NS_2113.json -> llh_NS_2111.json
NS,zone 2113->2111,ift,source_grid_scale_factor,1.00038446,1.00038446,0,,2e-08,PASS,llh_NS_2113.json
NS,zone 2113->2111,ift,source_convergence_arcsec,-2776.56,-2776.56,0,,0.02,PASS,llh_NS_2113.json
NS,zone 2113->2111,ift,grid_scale_factor,1.00030493,1.00030493,0,,2e-08,PASS,llh_NS_2111.json
NS,zone 2113->2111,ift,convergence_arcsec,3903.07,3903.07,0,,0.02,PASS,llh_NS_2111.json
NS,zone 2113->2111,ift,geoid_height_m,-34.137,-34.137,0,,0.002,PASS,geoid_NS.json
NS,zone 2113->2111,ift,elevation_factor,0.99995671,0.999956708873575,1.126424953e-09,,2e-08,PASS,geoid_NS.json + derivation R/(R+H+N)
NS,zone 2113->2111,ift,combined_factor,1.00026162,1.0002616256728118,-5.672811776e-09,,2e-08,PASS,llh_NS_2111.json k * derived EF
NS,zone 2113->2111,usft,northing,-44930.318,-44930.318,0,0,0.013123333333333334,PASS,llh_NS_2113.json -> llh_NS_2111.json
NS,zone 2113->2111,usft,easting,26637142.435,26637142.435,0,0,0.013123333333333334,PASS,llh_NS_2113.json -> llh_NS_2111.json
NS,zone 2113->2111,usft,source_grid_scale_factor,1.00038446,1.00038446,0,,2e-08,PASS,llh_NS_2113.json
NS,zone 2113->2111,usft,source_convergence_arcsec,-2776.56,-2776.56,0,,0.02,PASS,llh_NS_2113.json
NS,zone 2113->2111,usft,grid_scale_factor,1.00030493,1.00030493,0,,2e-08,PASS,llh_NS_2111.json
NS,zone 2113->2111,usft,convergence_arcsec,3903.07,3903.07,0,,0.02,PASS,llh_NS_2111.json
NS,zone 2113->2111,usft,geoid_height_m,-34.137,-34.137,0,,0.002,PASS,geoid_NS.json
NS,zone 2113->2111,usft,elevation_factor,0.99995671,0.999956708873575,1.126424953e-09,,2e-08,PASS,geoid_NS.json + derivation R/(R+H+N)
NS,zone 2113->2111,usft,combined_factor,1.00026162,1.0002616256728118,-5.672811776e-09,,2e-08,PASS,llh_NS_2111.json k * derived EF
